STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,1.767901,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,6.374765,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,15.436674,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,22.294472,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,-4.866852,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,0.740085,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,4.174841,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,3.50272,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1997,,9.735651,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2022,,-1.473519,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2022,,3.23934,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2022,,1.868143,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2022,,-10.92409,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2022,,5.081544,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,-6.861245,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,3.238715,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,6.397547,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,-12.230446,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,0.629387,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,6.218612,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,9.833348,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,7.525098,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,-3.289903,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,11.923926,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,6.647382,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,5.065824,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,-0.145429,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,13.986479,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2000,,2.078727,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,5.507991,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,31.918654,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,9.757874,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,1.035839,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,5.544144,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,6.357396,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,7.935171,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,9.029859,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,28.351095,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,5.455302,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,6.703433,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,0.203529,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,6.629336,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,4.004873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2004,,0.940609,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-3.907984,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-1.410649,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-6.10324,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-0.555422,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-4.074747,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-2.865714,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,1.86949,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-3.391891,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,3.855236,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,11.08623,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-3.664257,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-1.695693,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-0.273068,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-4.835895,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2002,,-2.953586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,8.735119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,-0.480648,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,15.103408,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,1.638306,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,14.059266,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,-4.305931,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,4.236905,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,-4.443941,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,-0.630386,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,2.796776,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,5.433304,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,5.788777,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,2.098963,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,1.155005,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2003,,-0.13198,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,2.825081,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,2.005002,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,6.712942,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,2.700385,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,1.626086,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,4.819524,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,8.648311,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,2.214031,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,-2.610486,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,0.972503,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2001,,2.67252,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,13.208068,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,23.082495,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,6.967601,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,11.884489,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,30.242973,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,2.899027,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,5.737788,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,20.894613,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,4.893835,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,3.260586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,4.946001,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,8.345927,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,6.042015,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,0.252779,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,3.29846,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,-11.880227,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,5.942638,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2005,,8.273408,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,6.279763,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,-1.657895,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,3.972223,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,7.53835,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,4.605476,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1998,,12.310623,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1998,,30.568186,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1998,,6.409763,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,-5.89431,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,0.660513,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,8.324466,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,-15.091017,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,-1.088936,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,4.534619,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,-1.847371,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,13.365763,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,21.76713,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,7.993009,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,-0.261183,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,4.095241,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,5.131115,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,1999,,10.570849,,A,,,,,,,
